Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance in KM,Distance in miles
"Dubai, United Arab Emirates - London, United Kingdom",LHR,DXB,51.5,-0.45,25.25,55.35,5496.93,3408.1
"Bombay, India - Munich, Germany",MUC,BOM,48.3,11.77,19.09,72.86,6311.78,3913.3
"Mexico City, Mexico - New York, United States Of America",JFK,MEX,40.6,-73.79,19.43,-99.16,3368.41,2088.41
"Basel-Mulhouse-Freiburg, Switzerland - Frankfurt, Germany",FRA,BSL,50.1,8.56,47.55,7.59,292.3,181.23
"Boston, United States Of America - Dublin, Republic Of Ireland",BOS,DUB,42.2,-71,53.34,-6.25,4817.05,2986.57
"Hong Kong, Hong Kong - London, United Kingdom",LHR,HKG,51.5,-0.45,22.32,113.94,9628.8,5969.86
"Billund, Denmark - London, United Kingdom",LCY,BLL,51.5,0.05,55.75,9.15,762.82,472.95
"Chicago, United States Of America - Toronto, Canada",YYZ,ORD,43.7,-79.61,41.6,-98.93,1593.51,987.98
"Denver, United States Of America - Newcastle, United Kingdom",NCL,DEN,51.5,-0.45,39.77,-104.86,7513.35,4658.28
"Johannesburg, South Africa - Lagos, Nigeria",LOS,JNB,6.6,3.32,-26.13,28.23,4524.41,2805.13
"Kiev-borispol, Ukraine - London, United Kingdom",LHR,KBP,51.5,-0.45,50.43,30.55,2157.91,1337.9
"Hiroshima, Japan - Tokyo, Japan",HIJ,HND,34.4,132.92,35.55,139.75,635.16,393.8
"Dublin, Republic Of Ireland - Luxembourg, Luxembourg",LUX,DUB,51.5,0.05,53.34,-6.25,473.47,293.55
"Ithaca, United States Of America - New York, United States Of America",LGA,ITH,40.8,-73.88,40.03,-75.36,151.75,94.08
"Entebbe/kampala, Uganda - London, United Kingdom",EBB,LHR,0,32.44,51.47,-0.45,6500.57,4030.35
"Minneapolis, United States Of America - New York, United States Of America",MSP,LGA,44.9,-93.2,40.77,-73.88,1636.44,1014.59
"Houston, United States Of America - Las Vegas, United States Of America",IAH,LAS,30,-95.34,32.02,-87.96,738.13,457.64
"Miami, United States Of America - Newark, United States Of America",EWR,MIA,40.7,-74.18,33.4,-110.87,3329.81,2064.48
"Atlanta, United States Of America - Washington Dc, United States Of America",ATL,DCA,42.9,-83.53,38.85,-77.04,707.12,438.41
"Birmingham, United Kingdom - Frankfurt, Germany",FRA,BHX,50.1,8.56,52.45,-1.73,761.18,471.93
"Chicago, United States Of America - Tokyo, Japan",NRT,ORD,35.8,140.39,41.6,-98.93,9504.35,5892.7
"Singapore, Singapore - Tokyo, Japan",SIN,NRT,1.3,103.98,35.75,140.39,5362.15,3324.53
"Hong Kong, Hong Kong - Vancouver, Canada",YVR,HKG,49.2,-123.17,22.32,113.94,10267.23,6365.68
"Dubai, United Arab Emirates - Kuala Lumpur, Malaysia",DXB,KUL,25.3,55.35,2.76,101.71,5551.45,3441.9
"Berlin, Germany - London, United Kingdom",LHR,BER,51.5,-0.45,47.81,9.6,830.69,515.03
"London, United Kingdom - Sydney, Australia",SYD,LHR,-33.9,151.23,51.47,-0.45,17019.28,10551.95
"San Diego, United States Of America - San Jose, United States Of America",SAN,SJC,32.7,-102.18,37.37,-121.93,1867.62,1157.92
"New York, United States Of America - San Antonio, United States Of America",SAT,LGA,30,-95.34,40.77,-73.88,2275.06,1410.54
"Cologne, Germany - Hamburg, Germany",CGN,HAM,50.9,7.11,53.64,10.01,362.93,225.02
"London, United Kingdom - Stockholm, Sweden",LCY,ARN,51.5,0.05,60.74,15.85,1412.35,875.66
"Amsterdam, Netherlands - Newcastle, United Kingdom",AMS,NCL,52.3,4.75,55.04,-1.71,523.04,324.28
"Amsterdam, Netherlands - Nairobi, Kenya",NBO,AMS,-1.3,36.81,52.31,4.75,6671.25,4136.18
"Cairo, Egypt - Nairobi, Kenya",NBO,CAI,-1.3,36.81,30.05,31.25,3535.5,2192.01
"Doha, Qatar - Tokyo, Japan",DOH,NRT,25.3,51.56,35.75,140.39,8301.03,5146.64
"Chicago, United States Of America - Los Angeles, United States Of America",ORD,LAX,41.6,-98.93,34.05,-118.24,1886.61,1169.7
"Frankfurt, Germany - Osaka, Japan",FRA,KIX,50.1,8.56,34.43,135.24,9255.86,5738.63
"Bombay, India - New York, United States Of America",JFK,BOM,25.3,55.35,19.09,72.86,1928.3,1195.55
"Beijing, China - Munich, Germany",PEK,MUC,40.1,116.58,48.34,11.77,7720.89,4786.95
"Beijing, China - Seoul, Republic Of Korea",ICN,PEK,37.5,126.66,40.07,116.58,918.62,569.54
"London, United Kingdom - Santiago, Chile",LCY,SCL,40.5,-3.58,-33.39,-70.79,10719.29,6645.96
"Beirut, Lebanon - London, United Kingdom",LHR,BEY,51.5,-0.45,33.82,35.49,3482.19,2158.96
"Dar Es Salaam, United Rep. Of Tanzania - Dubai, United Arab Emirates",DXB,DAR,25.3,55.35,-6.88,39.2,3981.93,2468.8
"Dublin, Republic Of Ireland - Manchester, United Kingdom",MAN,DUB,53.4,0.1,53.34,-6.25,421.2,261.14
"New York, United States Of America - Tulsa, United States Of America",TUL,LGA,33.1,-88.31,40.77,-73.88,1537.04,952.96
"Belfast-city, United Kingdom - Edinburgh, United Kingdom",EDI,BHD,56,-3.34,54.61,-5.87,222.53,137.97
"Chicago, United States Of America - San Francisco, United States Of America",SFO,ORD,37.6,-122.39,41.6,-98.93,2051.77,1272.1
"Brussels, Belgium - London, United Kingdom",BRU,LHR,50.9,4.48,51.47,-0.45,349.34,216.59
"Brussels, Belgium - Frankfurt, Germany",FRA,BRU,50.1,8.56,50.89,4.48,301.63,187.01
"Atlanta, United States Of America - Houston, United States Of America",IAH,ATL,30,-95.34,42.94,-83.53,1780.9,1104.16
"Phoenix, United States Of America - San Francisco, United States Of America",PHX,SFO,33.4,-112.03,37.61,-122.39,1047.27,649.31
"Bombay, India - Newark, United States Of America",BOM,EWR,19.1,72.86,40.69,-74.18,12545.1,7777.96
"Manila, Philippines - Tokyo, Japan",NRT,MNL,35.8,140.39,14.51,121.02,3053.73,1893.31
"Kuala Lumpur, Malaysia - Singapore, Singapore",SIN,KUL,1.3,103.98,2.76,101.71,299.97,185.98
"Jakarta-soekarno, Indonesia - Taipei, Taiwan",TPE,CGK,22.3,113.94,-6.13,106.66,3259.13,2020.66
"London, United Kingdom - Singapore, Singapore",LHR,SIN,51.5,-0.45,1.34,103.98,10881.74,6746.68
"Melbourne, Australia - Singapore, Singapore",SIN,MEL,1.3,103.98,-37.67,144.85,6030.02,3738.61
"Bombay, India - San Francisco, United States Of America",BOM,SFO,50.1,8.56,37.61,-122.39,9143.86,5669.19
"Geneva, Switzerland - Lagos, Nigeria",GVA,LOS,50.1,8.56,6.58,3.32,4863.79,3015.55
"New York, United States Of America - Rio De Janeiro, Brazil",LGA,GIG,33.4,-110.87,-22.81,-43.24,9500.67,5890.42
"Amsterdam, Netherlands - London, United Kingdom",AMS,LHR,52.3,4.75,51.47,-0.45,368.55,228.5
"Chicago, United States Of America - Kansas City, United States Of America",ORD,MCI,41.6,-98.93,39.3,-94.72,438.44,271.83
"Calgary, Canada - Tokyo, Japan",YYC,NRT,49.2,-123.17,35.75,140.39,7504.89,4653.03
"London, United Kingdom - Nassau, Bahamas",LHR,NAS,51.5,-0.45,25.08,-77.34,6964.95,4318.27
"Los Angeles, United States Of America - Seoul, Republic Of Korea",ICN,LAX,37.5,126.66,34.05,-118.24,9612.19,5959.56
"Los Angeles, United States Of America - San Diego, United States Of America",SAN,LAX,32.7,-102.18,34.05,-118.24,1497.27,928.31
"Bombay, India - London, United Kingdom",BOM,LHR,19.1,72.86,51.47,-0.45,7210.72,4470.65
"Los Angeles, United States Of America - New York, United States Of America",LAX,JFK,34.1,-118.24,40.64,-73.79,3951.99,2450.23
"Paris, France - San Francisco, United States Of America",SFO,CDG,37.6,-122.39,49.01,2.54,8964.46,5557.97
"Amsterdam, Netherlands - Dubai, United Arab Emirates",AMS,DXB,52.3,4.75,25.25,55.35,5168.58,3204.52
"Boston, United States Of America - Frankfurt, Germany",BOS,FRA,42.2,-71,50.05,8.56,5898.7,3657.19
"Paris, France - Singapore, Singapore",SIN,CDG,1.3,103.98,49.01,2.54,10728.62,6651.74
"Jakarta-soekarno, Indonesia - New York, United States Of America",JFK,CGK,1.3,103.98,-6.13,106.66,878.12,544.43
"Los Angeles, United States Of America - Toronto, Canada",LAX,YYZ,34.1,-118.24,43.68,-79.61,3473.52,2153.58
"Brisbane, Australia - Los Angeles, United States Of America",BNE,LAX,-27.4,153.11,34.05,-118.24,11553.91,7163.42
"Cairo, Egypt - Geneva, Switzerland",CAI,GVA,30.1,31.25,46.23,6.11,2815.34,1745.51
"Johannesburg, South Africa - Sao Paulo, Brazil",GRU,JNB,-23.4,-46.48,-26.13,28.23,7439.97,4612.78
"Mombasa, Kenya - Nairobi, Kenya",NBO,MBA,-1.3,36.81,-4,39.72,441.13,273.5
"Austin, United States Of America - Dallas, United States Of America",DAL,AUS,36.7,-84.09,30.2,-97.67,1450.37,899.23
"New Orleans, United States Of America - New York, United States Of America",JFK,MSY,40.6,-73.79,29.98,-90.26,1899.43,1177.65
"New York, United States Of America - Tokyo, Japan",NRT,JFK,35.8,140.39,40.64,-73.79,10826.31,6712.31
"Beirut, Lebanon - Dubai, United Arab Emirates",BEY,DXB,33.8,35.49,25.25,55.35,2138.62,1325.94
"Sao Paulo, Brazil - Sao Paulo, Brazil",CGH,CGH,-22.9,-43.17,-23.63,-46.66,365.63,226.69
"Copenhagen, Denmark - Stockholm, Sweden",ARN,CPH,60.7,15.85,55.63,12.64,594.19,368.4
"Frankfurt, Germany - Seoul, Republic Of Korea",ICN,FRA,37.5,126.66,50.05,8.56,8550.35,5301.22
"Hong Kong, Hong Kong - Munich, Germany",MUC,HKG,48.3,11.77,22.32,113.94,9023.61,5594.64
"Geneva, Switzerland - Madrid, Spain",GVA,MAD,46.2,6.11,40.46,-3.58,1009.5,625.89
"Brisbane, Australia - Hong Kong, Hong Kong",HKG,BNE,22.3,113.94,-27.4,153.11,6946.46,4306.81
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",DXB,RUH,25.3,55.35,24.94,46.71,870.63,539.79
"Bangkok, Thailand - London, United Kingdom",LHR,BKK,51.5,-0.45,13.71,100.77,9575.2,5936.62
"Frankfurt, Germany - London, United Kingdom",FRA,LHR,50.1,8.56,51.47,-0.45,651.01,403.63
"Aberdeen, United Kingdom - London, United Kingdom",ABZ,LCY,57.2,-2.2,51.5,0.05,650.28,403.17
"Gaborone, Botswana - Kasane, Botswana",GBE,BBK,-20,23.43,-17.83,25.16,302.21,187.37
"London, United Kingdom - Milan, Italy",LHR,LIN,51.5,-0.45,45.47,9.18,974.89,604.43
"Frankfurt, Germany - Oslo, Norway",FRA,OSL,50.1,8.56,59.91,10.75,1099.57,681.73
"London, United Kingdom - Zurich, Switzerland",LCY,ZRH,51.5,0.05,47.45,8.57,761.94,472.4
"Beijing, China - London, United Kingdom",PEK,LHR,40.1,116.58,51.47,-0.45,8150.7,5053.43
"Seoul, Republic Of Korea - Tokyo, Japan",GMP,HND,37.6,126.79,35.55,139.75,1178.52,730.68
"Istanbul, Turkey - London, United Kingdom",LON,IST,51.5,-0.45,41.04,28.99,2520.6,1562.77
"London, United Kingdom - Moscow, Russia",LHR,DME,51.5,-0.45,55.42,37.9,2542.39,1576.28
"Beijing, China - Shanghai, China",SHA,PEK,31.2,121.34,40.07,116.58,1075.57,666.85
"Delhi, India - Poona, India",DEL,PNQ,28.7,77.26,18.58,73.91,1175.69,728.93
"Delhi, India - Milan, Italy",MXP,DEL,45.5,9.18,28.66,77.26,6130.44,3800.87
"Tokyo, Japan - Washington Dc, United States Of America",NRT,IAD,35.8,140.39,38.96,-77.45,10839.73,6720.63
"London, United Kingdom - Santiago, Chile",LHR,SCL,-23.4,-46.48,-33.39,-70.79,2615.74,1621.76
"Dar Es Salaam, United Rep. Of Tanzania - Geneva, Switzerland",DAR,GVA,47.5,8.57,46.23,6.11,234.33,145.28
"Buenos Aires, Argentina - Santiago, Chile",SCL,EZE,-33.4,-70.79,-34.81,-58.54,1137.97,705.54
"Dubai, United Arab Emirates - Tokyo, Japan",DXB,NRT,25.3,55.35,35.75,140.39,7978.52,4946.68
"Kansas City, United States Of America - New York, United States Of America",MCI,LGA,39.3,-94.72,40.77,-73.88,1777.55,1102.08
"Cork, Republic Of Ireland - London, United Kingdom",ORK,LHR,51.9,-8.49,51.47,-0.45,556.04,344.74
"Dallas, United States Of America - Sydney, Australia",SYD,DFW,-33.9,151.23,32.87,-97.04,13800.6,8556.37
"Dubai, United Arab Emirates - Sydney, Australia",SYD,DXB,-33.9,151.23,25.25,55.35,12047.99,7469.75
"London, United Kingdom - Vilnius, Lithuania",STN,VNO,51.9,0.26,54.64,25.28,1682.09,1042.9
"Milan, Italy - Poona, India",PNQ,MXP,28.7,77.26,45.47,9.18,6128.15,3799.45
"London, United Kingdom - New York, United States Of America",JFK,LCY,40.6,-73.79,51.5,0.05,5575.83,3457.01
"London, United Kingdom - New York, United States Of America",JFK,LHR,40.6,-73.79,51.47,-0.45,5543.95,3437.25
"Harare, Zimbabwe - Nairobi, Kenya",HRE,NBO,-17.9,31.1,-1.28,36.81,1950.45,1209.28
"Bremen, Germany - Frankfurt, Germany",BRE,FRA,53.1,8.78,50.05,8.56,339.48,210.48
"Newark, United States Of America - Washington Dc, United States Of America",EWR,DCA,40.7,-74.18,38.85,-77.04,319.43,198.05
"Bombay, India - Calcutta, India",CCU,BOM,22.7,88.44,19.09,72.86,1666.53,1033.25
"Geneva, Switzerland - London, United Kingdom",LHR,GVA,51.5,-0.45,46.23,6.11,756.77,469.2
"Los Angeles, United States Of America - Tokyo, Japan",LAX,HND,34.1,-118.24,35.55,139.75,8817.06,5466.58
"Los Angeles, United States Of America - Phoenix, United States Of America",LAX,PHX,34.1,-118.24,33.44,-112.03,578.59,358.73
"Singapore, Singapore - Zurich, Switzerland",ZRH,SIN,47.5,8.57,1.34,103.98,10303.5,6388.17
"Dublin, Republic Of Ireland - Isle Of Man, United Kingdom",IOM,DUB,54.1,-4.63,53.34,-6.25,136.02,84.33
"New York, United States Of America - Nice, France",NCE,JFK,43.7,7.21,40.64,-73.79,6405.07,3971.14
"Basel-Mulhouse-Freiburg, Switzerland - New York, United States Of America",BSL,JFK,50.1,8.56,40.64,-73.79,6186.4,3835.57
"Shanghai, China - Tokyo, Japan",PVG,NRT,31.1,121.8,35.75,140.39,1797.78,1114.62
"Dubai, United Arab Emirates - Hong Kong, Hong Kong",DXB,HKG,25.3,55.35,22.32,113.94,5922.35,3671.86
"London, United Kingdom - New York, United States Of America",LCY,JFK,51.5,0.05,40.64,-73.79,5573.04,3455.28
"New York, United States Of America - Warsaw, Poland",WAW,JFK,52.2,20.98,40.64,-73.79,6847.2,4245.26
"Atlanta, United States Of America - Tampa, United States Of America",TPA,ATL,28,-82.54,42.94,-83.53,1663.63,1031.45
"Los Angeles, United States Of America - Sydney, Australia",LAX,SYD,34.1,-118.24,-33.92,151.23,12077.47,7488.03
"Dundee, United Kingdom - London, United Kingdom",DND,LCY,56.5,-3.02,51.5,0.05,590.92,366.37
"Frankfurt, Germany - Rio De Janeiro, Brazil",FRA,GIG,50.1,8.56,-22.81,-43.24,9572.42,5934.9
"Milan, Italy - Paris, France",LIN,ORY,45.5,9.18,48.73,2.37,627.75,389.2
"Charlotte, United States Of America - Denver, United States Of America",CLT,DEN,35.2,-80.95,39.77,-104.86,2162.95,1341.03
"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,450.7,279.43
"Frankfurt, Germany - Manchester, United Kingdom",FRA,MAN,50.1,8.56,53.37,0.1,686.07,425.36
"Mahe Island, Seychelles Islands - Mauritius, Mauritius",SEZ,MRU,-4.7,55.52,-20.43,57.68,1764.62,1094.06
"Amsterdam, Netherlands - Zurich, Switzerland",AMS,ZRH,52.3,4.75,47.45,8.57,604.59,374.85
"Madrid, Spain - Rio De Janeiro, Brazil",MAD,RIO,40.5,-3.58,-22.91,-43.45,8167.91,5064.1
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71,286.5,177.63
"Des Moines, United States Of America - Minneapolis, United States Of America",MSP,DSM,44.9,-93.2,41.53,-93.65,376.5,233.43
"Glasgow, United Kingdom - Sao Paulo, Brazil",GLA,GRU,51.5,-0.45,-23.42,-46.48,9461.95,5866.41
"Oakland, United States Of America - Seattle, United States Of America",SEA,OAK,39.9,-75.59,40.23,-97.9,1893.9,1174.22
"Bilbao, Spain - London, United Kingdom",LHR,BIO,51.5,-0.45,43.31,-2.91,929.17,576.09
"Maputo, Mozambique - Nairobi, Kenya",NBO,MPM,-1.3,36.81,-25.92,32.57,2775.01,1720.51
"Chicago, United States Of America - New York, United States Of America",JFK,ORD,40.6,-73.79,41.6,-98.93,2102.02,1303.25
"New York, United States Of America - Stuttgart, Germany",JFK,STR,50.1,8.56,54.42,13.52,586.8,363.82
"Chicago, United States Of America - Sao Paulo, Brazil",GRU,ORD,-23.4,-46.48,41.6,-98.93,9018.7,5591.59
"Hong Kong, Hong Kong - Tokyo, Japan",HKG,NRT,22.3,113.94,35.75,140.39,2960.35,1835.42
"Atlanta, United States Of America - Raleigh/durham, United States Of America",RDU,ATL,35.9,-78.79,42.94,-83.53,881.99,546.83
"Edinburgh, United Kingdom - Southampton, United Kingdom",EDI,SOU,56,-3.34,50.95,-1.36,576.56,357.47
"Bangalore, India - London, United Kingdom",LHR,BLR,25.3,55.35,12.8,77.65,2718.15,1685.25
"Salt Lake City, United States Of America - San Francisco, United States Of America",SFO,SLC,37.6,-122.39,40.76,-111.89,970.07,601.44
"Dubai, United Arab Emirates - London, United Kingdom",LHR,DXB,51.5,-0.45,25.25,55.35,5496.93,3408.1
"Philadelphia, United States Of America - Portland, United States Of America",PDX,PHL,45.6,-122.59,45.05,-89.01,2606.66,1616.13
"Entebbe/kampala, Uganda - Nairobi, Kenya",NBO,EBB,-1.3,36.81,0.04,32.44,508.21,315.09
"Los Angeles, United States Of America - Tokyo, Japan",LAX,HND,34.1,-118.24,35.55,139.75,8817.06,5466.58
"Geneva, Switzerland - Lugano, Switzerland",GVA,LUG,46.2,6.11,46,8.91,217.02,134.55
"Austin, United States Of America - San Francisco, United States Of America",SFO,AUS,37.6,-122.39,30.2,-97.67,2416.56,1498.27
"Chicago, United States Of America - Grand Rapids, United States Of America",ORD,GRR,41.6,-98.93,42.88,-85.53,1111.04,688.84
"Colorado Springs, United States Of America - Philadelphia, United States Of America",COS,PHL,42.9,-83.53,45.05,-89.01,499.29,309.56
"Dubai, United Arab Emirates - Lusaka, Zambia",DXB,LUN,25.3,55.35,-15.33,28.45,5376.2,3333.24
"Moscow, Russia - Tselinograd, Kazakhstan",TSE,DME,51,71.48,55.42,37.9,2265.88,1404.85
"Delhi, India - Poona, India",DEL,PNQ,28.7,77.26,18.58,73.91,1175.69,728.93
"Amsterdam, Netherlands - Copenhagen, Denmark",CPH,AMS,55.6,12.64,52.31,4.75,632.12,391.91
"Chicago, United States Of America - Washington Dc, United States Of America",IAD,ORD,39,-77.45,41.6,-98.93,1839.48,1140.48
"Doha, Qatar - Singapore, Singapore",SIN,DOH,1.3,103.98,25.27,51.56,6212.63,3851.83
"New York, United States Of America - Prague, Czech Republic",PRG,JFK,50.1,14.43,40.64,-73.79,6562.44,4068.71
"Dubai, United Arab Emirates - London, United Kingdom",DXB,LHR,25.3,55.35,51.47,-0.45,5492.26,3405.2
"Indianapolis, United States Of America - Philadelphia, United States Of America",PHL,IND,45.1,-89.01,39.71,-86.3,639.21,396.31
"Tokushima, Japan - Tokyo, Japan",TKS,HND,34.1,134.6,35.55,139.75,496.89,308.07
"Houston, United States Of America - New York, United States Of America",JFK,HOU,40.6,-73.79,29.6,-90.72,1960.71,1215.64
"Boston, United States Of America - Philadelphia, United States Of America",PHL,BOS,45.1,-89.01,42.21,-71,1480.78,918.08
"Amsterdam, Netherlands - Frankfurt, Germany",FRA,AMS,50.1,8.56,52.31,4.75,361.63,224.21
"Paris, France - Zurich, Switzerland",CDG,ZRH,49,2.54,47.45,8.57,478.62,296.74
"Boston, United States Of America - Zurich, Switzerland",ZRH,BOS,51.5,-0.45,42.21,-71,5249.36,3254.6
"Edinburgh, United Kingdom - London, United Kingdom",STN,EDI,51.9,0.26,55.96,-3.34,509.11,315.65
"Aberdeen, United Kingdom - Dallas, United States Of America",DFW,ABZ,51.5,-0.45,57.2,-2.2,643.82,399.17
"Brussels, Belgium - Frankfurt, Germany",FRA,BRU,50.1,8.56,50.89,4.48,301.63,187.01
"Mexico City, Mexico - Miami, United States Of America",MIA,MEX,33.4,-110.87,19.43,-99.16,1939.13,1202.26
"London, United Kingdom - San Diego, United States Of America",LHR,SAN,51.5,-0.45,32.7,-102.18,7957.2,4933.46
"San Jose, United States Of America - Santa Ana, United States Of America",SNA,SJC,37.4,-86.16,37.37,-121.93,3141.01,1947.43
"Grand Rapids, United States Of America - Newark, United States Of America",EWR,GRR,40.7,-74.18,42.88,-85.53,970.86,601.93
"Amsterdam, Netherlands - San Francisco, United States Of America",SFO,AMS,51.5,-0.45,52.31,4.75,367.84,228.06
"Frankfurt, Germany - Stockholm, Sweden",FRA,ARN,50.1,8.56,60.74,15.85,1267.58,785.9
"Geneva, Switzerland - Muscat, Oman",MCT,GVA,47.5,8.57,46.23,6.11,234.33,145.28
"Paris, France - Tokyo, Japan",NRT,CDG,35.8,140.39,49.01,2.54,9707.22,6018.48
"New York, United States Of America - Taipei, Taiwan",TPE,JFK,22.3,113.94,40.64,-73.79,12970.92,8041.97
"London, United Kingdom - Seoul, Republic Of Korea",LHR,ICN,51.5,-0.45,37.45,126.66,8869.35,5499.0
"Paris, France - Tel Aviv-yafo, Israel",CDG,TLV,49,2.54,32.01,34.89,3284.67,2036.5
"Frankfurt, Germany - Johannesburg, South Africa",FRA,JNB,50.1,8.56,-26.13,28.23,8695.94,5391.48
"Geneva, Switzerland - Quito, Ecuador",GVA,UIO,52.3,4.75,-0.14,-78.48,9560.21,5927.33
"Perth, Australia - Sydney, Australia",SYD,PER,-33.9,151.23,-31.94,115.97,3282.32,2035.04
"London, United Kingdom - Sydney, Australia",LHR,SYD,51.5,-0.45,-33.92,151.23,17019.31,10551.97
"Perth, Australia - Singapore, Singapore",PER,SIN,-31.9,115.97,1.34,103.98,3906.09,2421.78
"Accra, Ghana - Entebbe/kampala, Uganda",ACC,EBB,-1.3,36.81,0.04,32.44,508.21,315.09
"Geneva, Switzerland - Madrid, Spain",GVA,MAD,46.2,6.11,40.46,-3.58,1009.5,625.89
"Bandar Seri Begawan, Brunei Darussalam - Singapore, Singapore",SIN,BWN,1.3,103.98,4.95,114.92,1280.47,793.89
"Minneapolis, United States Of America - Tokyo, Japan",NRT,MSP,35.8,140.39,44.88,-93.2,9550.76,5921.47
"Dubai, United Arab Emirates - Moscow, Russia",DXB,DME,25.3,55.35,55.42,37.9,3637.83,2255.45
"Berlin, Germany - Frankfurt, Germany",FRA,BER,50.1,8.56,47.81,9.6,265.71,164.74
"Dublin, Republic Of Ireland - London, United Kingdom",STN,DUB,51.9,0.26,53.34,-6.25,467.52,289.86
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",HKG,ICN,22.3,113.94,37.45,126.66,2079.18,1289.09
"Chicago, United States Of America - Phoenix, United States Of America",ORD,PHX,41.6,-98.93,33.44,-112.03,1466.17,909.03
"Lima, Peru - Santiago, Chile",LIM,SCL,-12,-77.11,-33.39,-70.79,2463.71,1527.5
"New York, United States Of America - Ottawa, Canada",LGA,YOW,40.8,-73.88,45.32,-75.67,523.18,324.37
"Lisbon, Portugal - Paris, France",CDG,LIS,49,2.54,38.77,-9.13,1469.16,910.88
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",CGH,SDU,-23.6,-46.66,-22.91,-43.17,364.69,226.11
"Buffalo, United States Of America - Philadelphia, United States Of America",PHL,BUF,45.1,-89.01,42.93,-78.74,855.28,530.27
"Denver, United States Of America - Hong Kong, Hong Kong",HKG,DEN,37.6,-122.39,39.77,-104.86,1538.02,953.57
"Beijing, China - Copenhagen, Denmark",CPH,PEK,55.6,12.64,40.07,116.58,7196.9,4462.08
"Hong Kong, Hong Kong - Munich, Germany",HKG,MUC,22.3,113.94,48.34,11.77,9023.5,5594.57
"Copenhagen, Denmark - Munich, Germany",MUC,CPH,48.3,11.77,55.63,12.64,817.22,506.68
"Singapore, Singapore - Sydney, Australia",SYD,SIN,-33.9,151.23,1.34,103.98,6295.65,3903.3
"Shanghai, China - Singapore, Singapore",SIN,PVG,1.3,103.98,31.12,121.8,3809.11,2361.65
"Chicago, United States Of America - Las Vegas, United States Of America",LAS,ORD,32,-87.96,41.6,-98.93,1444.46,895.57
"Brussels, Belgium - Frankfurt, Germany",FRA,BRU,50.1,8.56,50.89,4.48,301.63,187.01
"Milan, Italy - Sao Paulo, Brazil",GRU,MXP,38.8,-9.13,45.47,9.18,1676.88,1039.67
"Seoul, Republic Of Korea - Tokyo, Japan",HND,GMP,35.6,139.75,37.56,126.79,1176.56,729.47
"Edinburgh, United Kingdom - Paris, France",EDI,CDG,56,-3.34,49.01,2.54,872.48,540.94
"Chicago, United States Of America - Milan, Italy",ORD,MXP,40.6,-73.79,45.47,9.18,6455.5,4002.41
"Bangkok, Thailand - Frankfurt, Germany",FRA,BKK,50.1,8.56,13.71,100.77,8998.02,5578.77
"Dhaka, Bangladesh - Hong Kong, Hong Kong",HKG,DAC,22.3,113.94,23.84,90.39,2412.55,1495.78
"Moscow, Russia - Zurich, Switzerland",ZRH,DME,47.5,8.57,55.42,37.9,2193.57,1360.01
"New York, United States Of America - Washington Dc, United States Of America",DCA,JFK,38.9,-77.04,40.64,-73.79,338.47,209.85
"Madrid, Spain - Santander, Spain",SDR,MAD,43.4,-3.82,40.46,-3.58,327.51,203.06
"Amsterdam, Netherlands - London, United Kingdom",AMS,LCY,52.3,4.75,51.5,0.05,334.45,207.36
"Oakland, United States Of America - Santa Ana, United States Of America",SNA,OAK,37.4,-86.16,40.23,-97.9,1063.76,659.53
"Delhi, India - London, United Kingdom",DEL,LHR,28.7,77.26,51.47,-0.45,6730.57,4172.95
"Frankfurt, Germany - Taipei, Taiwan",TPE,FRA,25.1,121.24,50.05,8.56,9363.08,5805.11
"Houston, United States Of America - Kansas City, United States Of America",IAH,MCI,30,-95.34,39.3,-94.72,1035.66,642.11
"Beirut, Lebanon - Kuwait, Kuwait",BEY,KWI,33.8,35.49,29.25,47.97,1285.36,796.92
"Birmingham, United Kingdom - Johannesburg, South Africa",JNB,BHX,25.3,55.35,52.45,-1.73,5597.25,3470.3
"Louisville, United States Of America - Newark, United States Of America",EWR,SDF,40.7,-74.18,38.18,-85.72,1028.96,637.96
"Augusta, United States Of America - New York, United States Of America",AGS,LGA,42.9,-83.53,40.77,-73.88,833.27,516.63
"Milan, Italy - Singapore, Singapore",MXP,SIN,45.5,9.18,1.34,103.98,10274.92,6370.45
"Edinburgh, United Kingdom - Geneva, Switzerland",EDI,GVA,56,-3.34,46.23,6.11,1268.39,786.4
"Bombay, India - Singapore, Singapore",SIN,BOM,1.3,103.98,19.09,72.86,3924.29,2433.06
"Dubai, United Arab Emirates - Johannesburg, South Africa",JNB,DXB,-26.1,28.23,25.25,55.35,6409.1,3973.64
"Amsterdam, Netherlands - Milan, Italy",AMS,LIN,52.3,4.75,45.47,9.18,825.26,511.66
"Abu Dhabi, United Arab Emirates - Frankfurt, Germany",AUH,FRA,24.4,54.64,50.05,8.56,4865.24,3016.45
"Dubai, United Arab Emirates - Nairobi, Kenya",NBO,DXB,-1.3,36.81,25.25,55.35,3563.41,2209.31
